vram,name,size_bytes,status,callers,subsystem
0x00188B80,func_00188B80,228,undecompiled,1,actor_anim
0x00188C70,func_00188C70,372,undecompiled,1,actor_anim
0x00188DF0,func_00188DF0,212,undecompiled,1,actor_anim
0x00188ED0,func_00188ED0,444,undecompiled,1,actor_anim
0x00189090,func_00189090,664,undecompiled,1,actor_anim
0x00189330,func_00189330,768,undecompiled,1,actor_anim
0x00189630,func_00189630,244,undecompiled,1,actor_anim
0x00189730,func_00189730,656,undecompiled,1,actor_anim
0x001899C0,func_001899C0,92,readable,1,actor_anim
0x00189A20,func_00189A20,780,undecompiled,1,actor_anim
0x00189D30,func_00189D30,396,undecompiled,1,actor_anim
0x00189EC0,func_00189EC0,280,undecompiled,2,actor_anim
0x00189FE0,func_00189FE0,416,undecompiled,1,actor_anim
0x0018A180,func_0018A180,108,undecompiled,1,actor_anim
0x0018A1F0,func_0018A1F0,1208,undecompiled,1,actor_anim
0x0018A6B0,func_0018A6B0,460,undecompiled,0,actor_anim
0x0018A880,func_0018A880,80,word,2,actor_anim
0x0018A8D0,func_0018A8D0,560,undecompiled,1,actor_anim
0x0018AB00,func_0018AB00,160,undecompiled,2,actor_anim
0x0018ABA0,func_0018ABA0,932,undecompiled,0,actor_anim
0x0018AF50,func_0018AF50,1164,undecompiled,0,actor_anim
0x0018B3E0,func_0018B3E0,1492,undecompiled,0,init_io
0x0018B9C0,func_0018B9C0,604,undecompiled,2,init_io
0x0018BC20,func_0018BC20,1184,undecompiled,1,init_io
0x0018C0C0,func_0018C0C0,16,readable,6,init_io
0x0018C0D0,func_0018C0D0,984,undecompiled,4,init_io
0x0018C4B0,func_0018C4B0,232,word,21,init_io
0x0018C5A0,func_0018C5A0,244,undecompiled,1,init_io
0x0018C6A0,func_0018C6A0,424,word,20,init_io
0x0018C850,func_0018C850,204,word,3,init_io
0x0018C920,func_0018C920,360,word,3,init_io
0x0018CA90,func_0018CA90,320,undecompiled,1,init_io
0x0018CBD0,func_0018CBD0,644,undecompiled,1,init_io
0x0018CE60,func_0018CE60,1220,undecompiled,2,init_io
0x0018D330,func_0018D330,1144,undecompiled,1,init_io
0x0018D7B0,func_0018D7B0,340,undecompiled,17,init_io
0x0018D910,func_0018D910,1032,undecompiled,1,init_io
0x0018DD20,func_0018DD20,6984,undecompiled,1,init_io
0x0018F870,func_0018F870,5796,undecompiled,1,init_io
0x00190F20,func_00190F20,212,undecompiled,1,init_io
0x00191000,func_00191000,284,readable,2,init_io
0x00191120,func_00191120,236,word,3,init_io
0x00191210,func_00191210,160,undecompiled,4,init_io
0x001912B0,func_001912B0,160,undecompiled,3,init_io
0x00191350,func_00191350,56,readable,1,init_io
0x00191390,func_00191390,264,word,1,init_io
0x001914A0,func_001914A0,140,readable,1,init_io
0x00191530,func_00191530,80,word,1,init_io
0x00191580,func_00191580,316,undecompiled,1,init_io
0x001916C0,func_001916C0,1652,undecompiled,6,init_io
0x00191D40,func_00191D40,708,undecompiled,4,init_io
0x00192010,func_00192010,440,word,4,init_io
0x001921D0,func_001921D0,5264,undecompiled,1,init_io
0x00193660,func_00193660,116,readable,1,init_io
0x001936E0,func_001936E0,1708,undecompiled,1,init_io
0x00193D90,func_00193D90,280,word,1,init_io
0x00193EB0,func_00193EB0,912,undecompiled,2,init_io
0x00194240,func_00194240,620,undecompiled,1,init_io
0x001944B0,func_001944B0,2140,undecompiled,1,init_io
0x00194D10,func_00194D10,148,undecompiled,2,init_io
0x00194DB0,func_00194DB0,884,undecompiled,1,init_io
0x00195130,func_00195130,4720,undecompiled,1,init_io
0x001963A0,func_001963A0,1476,undecompiled,1,init_io
0x00196970,func_00196970,880,undecompiled,1,init_io
0x00196CE0,func_00196CE0,1712,undecompiled,1,init_io
0x00197390,func_00197390,244,undecompiled,1,init_io
0x00197490,func_00197490,684,undecompiled,2,init_io
0x00197740,func_00197740,304,undecompiled,1,init_io
0x00197870,func_00197870,1188,undecompiled,3,init_io
0x00197D20,func_00197D20,804,undecompiled,1,init_io
0x00198050,func_00198050,492,undecompiled,1,init_io
0x00198240,func_00198240,512,undecompiled,2,init_io
0x00198440,func_00198440,516,undecompiled,3,init_io
0x00198650,func_00198650,724,undecompiled,1,init_io
0x00198930,func_00198930,440,undecompiled,1,init_io
0x00198AF0,func_00198AF0,496,undecompiled,1,init_io
0x00198CE0,func_00198CE0,164,undecompiled,1,init_io
0x00198D90,func_00198D90,372,undecompiled,1,init_io
0x00198F10,func_00198F10,776,undecompiled,1,init_io
0x00199220,func_00199220,1348,undecompiled,2,init_io
0x00199770,func_00199770,592,undecompiled,1,init_io
0x001999C0,func_001999C0,656,undecompiled,2,init_io
0x00199C50,func_00199C50,344,undecompiled,4,init_io
0x00199DB0,func_00199DB0,492,undecompiled,7,init_io
0x00199FA0,func_00199FA0,476,undecompiled,5,init_io
0x0019A180,func_0019A180,396,undecompiled,3,level_world
0x0019A310,func_0019A310,304,word,8,level_world
0x0019A440,func_0019A440,292,undecompiled,3,level_world
0x0019A570,func_0019A570,376,undecompiled,43,level_world
0x0019A6F0,func_0019A6F0,532,undecompiled,3,level_world
0x0019A910,func_0019A910,364,undecompiled,8,level_world
0x0019AA80,func_0019AA80,156,undecompiled,4,level_world
0x0019AB20,func_0019AB20,480,undecompiled,20,level_world
0x0019AD00,func_0019AD00,736,undecompiled,36,level_world
0x0019AFE0,func_0019AFE0,736,undecompiled,30,level_world
0x0019B2C0,func_0019B2C0,512,undecompiled,2,level_world
0x0019B4C0,func_0019B4C0,512,undecompiled,3,level_world
0x0019B6C0,func_0019B6C0,260,undecompiled,9,level_world
0x0019B7D0,func_0019B7D0,232,undecompiled,1,level_world
0x0019B8C0,func_0019B8C0,436,undecompiled,1,level_world
0x0019BA80,func_0019BA80,436,undecompiled,1,level_world
0x0019BC40,func_0019BC40,2736,undecompiled,12,level_world
0x0019C6F0,func_0019C6F0,320,undecompiled,0,level_world
0x0019C830,func_0019C830,812,undecompiled,1,level_world
0x0019CB60,func_0019CB60,1008,undecompiled,3,level_world
0x0019CF50,func_0019CF50,992,undecompiled,1,level_world
0x0019D330,func_0019D330,1088,undecompiled,2,level_world
0x0019D770,func_0019D770,984,undecompiled,1,level_world
0x0019DB50,func_0019DB50,960,undecompiled,1,level_world
0x0019DF10,func_0019DF10,880,undecompiled,1,level_world
0x0019E280,func_0019E280,952,undecompiled,1,level_world
0x0019E640,func_0019E640,748,undecompiled,1,level_world
0x0019E930,func_0019E930,1092,undecompiled,1,level_world
0x0019ED80,func_0019ED80,1048,word,10,level_world
0x0019F1A0,func_0019F1A0,388,undecompiled,11,level_world
0x0019F330,func_0019F330,840,word,1,level_world
0x0019F680,func_0019F680,168,word,2,level_world
0x0019F730,func_0019F730,1816,undecompiled,1,level_world
0x0019FE50,func_0019FE50,2128,undecompiled,3,level_world
0x001A06A0,func_001A06A0,1132,undecompiled,1,level_world
0x001A0B10,func_001A0B10,2168,undecompiled,2,level_world
0x001A1390,func_001A1390,2032,undecompiled,1,level_world
0x001A1B80,func_001A1B80,2032,undecompiled,1,level_world
0x001A2370,func_001A2370,1896,undecompiled,3,level_world
0x001A2AE0,func_001A2AE0,2012,undecompiled,1,level_world
0x001A32C0,func_001A32C0,1716,undecompiled,1,level_world
0x001A3980,func_001A3980,1708,undecompiled,1,level_world
0x001A4030,func_001A4030,1152,undecompiled,9,level_world
0x001A44B0,func_001A44B0,412,word,4,level_world
0x001A4650,func_001A4650,480,word,4,level_world
0x001A4830,func_001A4830,1248,word,1,level_world
0x001A4D10,func_001A4D10,908,word,1,level_world
0x001A50A0,func_001A50A0,1536,undecompiled,5,level_world
0x001A56A0,func_001A56A0,180,word,1,level_world
0x001A5760,func_001A5760,332,word,1,level_world
0x001A58B0,func_001A58B0,884,word,1,level_world
0x001A5C30,func_001A5C30,2056,undecompiled,5,level_world
0x001A6440,func_001A6440,1680,undecompiled,4,level_world
0x001A6AD0,func_001A6AD0,1968,undecompiled,1,level_world
0x001A7280,func_001A7280,1520,undecompiled,4,level_world
0x001A7870,func_001A7870,780,undecompiled,1,level_world
0x001A7B80,func_001A7B80,20,readable,16,level_world
0x001A7BA0,func_001A7BA0,2748,undecompiled,1,level_world
0x001A8660,func_001A8660,468,undecompiled,1,unknown_01
0x001A8840,func_001A8840,304,undecompiled,1,unknown_01
0x001A8970,func_001A8970,620,undecompiled,1,unknown_01
0x001A8BE0,func_001A8BE0,244,undecompiled,1,unknown_01
0x001A8CE0,func_001A8CE0,192,word,1,unknown_01
0x001A8DA0,func_001A8DA0,220,undecompiled,1,unknown_01
0x001A8E80,func_001A8E80,188,word,1,unknown_01
0x001A8F40,func_001A8F40,188,undecompiled,1,unknown_01
0x001A9000,func_001A9000,440,undecompiled,1,unknown_01
0x001A91C0,func_001A91C0,412,undecompiled,1,unknown_01
0x001A9360,func_001A9360,276,undecompiled,1,unknown_01
0x001A9480,func_001A9480,616,undecompiled,1,unknown_01
0x001A96F0,func_001A96F0,192,word,1,unknown_01
0x001A97B0,func_001A97B0,552,undecompiled,1,unknown_01
0x001A99E0,func_001A99E0,296,readable,1,unknown_01
0x001A9B10,func_001A9B10,304,undecompiled,1,unknown_01
0x001A9C40,func_001A9C40,224,undecompiled,1,unknown_01
0x001A9D20,func_001A9D20,216,undecompiled,1,unknown_01
0x001A9E00,func_001A9E00,352,word,1,unknown_01
0x001A9F60,func_001A9F60,160,undecompiled,1,unknown_01
0x001AA000,func_001AA000,312,word,1,frame_main
0x001AA140,func_001AA140,348,undecompiled,1,frame_main
0x001AA2A0,func_001AA2A0,356,word,1,frame_main
0x001AA410,func_001AA410,200,word,1,frame_main
0x001AA4E0,func_001AA4E0,344,undecompiled,1,frame_main
0x001AA640,func_001AA640,184,word,1,frame_main
0x001AA700,func_001AA700,152,undecompiled,0,frame_main
0x001AA7A0,func_001AA7A0,160,undecompiled,1,frame_main
0x001AA840,func_001AA840,132,undecompiled,1,frame_main
0x001AA8D0,func_001AA8D0,440,word,1,frame_main
0x001AAA90,func_001AAA90,356,undecompiled,1,frame_main
0x001AAC00,func_001AAC00,244,undecompiled,1,frame_main
0x001AAD00,func_001AAD00,308,undecompiled,2,frame_main
0x001AAE40,gs_readback_queue_run,924,undecompiled,1,frame_main
0x001AB1E0,sub_cdrom0_IRX_SNDN2DRV_IRX_1,400,undecompiled,2,frame_main
0x001AB370,func_001AB370,192,undecompiled,2,frame_main
0x001AB430,func_001AB430,176,undecompiled,2,frame_main
0x001AB4E0,func_001AB4E0,176,undecompiled,2,frame_main
0x001AB590,func_001AB590,188,word,2,frame_main
0x001AB650,func_001AB650,80,readable,2,frame_main
0x001AB6A0,func_001AB6A0,160,undecompiled,2,frame_main
0x001AB740,func_001AB740,68,readable,3,frame_main
0x001AB790,func_001AB790,56,readable,3,frame_main
0x001AB7D0,func_001AB7D0,16,readable,1,frame_main
0x001AB7E0,func_001AB7E0,496,undecompiled,0,frame_main
0x001AB9D0,func_001AB9D0,652,undecompiled,1,frame_main
0x001ABC60,func_001ABC60,428,undecompiled,1,frame_main
0x001ABE10,func_001ABE10,380,undecompiled,1,frame_main
0x001ABF90,func_001ABF90,224,word,6,frame_main
0x001AC070,func_001AC070,820,undecompiled,0,frame_main
0x001AC3B0,func_001AC3B0,196,undecompiled,1,frame_main
0x001AC480,func_001AC480,880,undecompiled,1,frame_main
0x001AC7F0,func_001AC7F0,556,word,1,frame_main
0x001ACA20,anim_frame_top_a,1104,undecompiled,1,frame_main
0x001ACE70,func_001ACE70,80,readable,2,frame_main
0x001ACEC0,func_001ACEC0,328,undecompiled,0,frame_main
0x001AD010,func_001AD010,300,undecompiled,2,frame_main
0x001AD140,func_001AD140,96,readable,2,frame_main
0x001AD1A0,func_001AD1A0,144,undecompiled,1,frame_main
0x001AD230,func_001AD230,32,readable,1,frame_main
0x001AD250,func_001AD250,264,undecompiled,1,frame_main
0x001AD360,func_001AD360,364,undecompiled,1,frame_main
0x001AD4D0,func_001AD4D0,8,readable,1,frame_main
0x001AD4E0,func_001AD4E0,600,undecompiled,1,frame_main
0x001AD740,func_001AD740,1976,undecompiled,1,frame_main
0x001ADF00,func_001ADF00,76,readable,1,frame_main
0x001ADF50,func_001ADF50,236,undecompiled,3,frame_main
0x001AE040,anim_frame_top_b,1428,undecompiled,1,frame_main
0x001AE5E0,func_001AE5E0,196,undecompiled,4,frame_main
0x001AE6B0,func_001AE6B0,304,undecompiled,4,frame_main
0x001AE7E0,func_001AE7E0,288,undecompiled,2,frame_main
0x001AE900,func_001AE900,324,undecompiled,1,frame_main
0x001AEA50,func_001AEA50,268,undecompiled,1,frame_main
0x001AEB60,func_001AEB60,56,readable,1,frame_main
0x001AEBA0,func_001AEBA0,56,readable,7,frame_main
0x001AEBE0,func_001AEBE0,416,undecompiled,2,frame_main
0x001AED80,func_001AED80,36,readable,7,frame_main
0x001AEDB0,func_001AEDB0,48,readable,11,frame_main
0x001AEDE0,func_001AEDE0,40,readable,21,frame_main
0x001AEE10,func_001AEE10,44,readable,19,frame_main
0x001AEE40,func_001AEE40,44,readable,2,frame_main
0x001AEE70,func_001AEE70,736,undecompiled,2,frame_main
0x001AF150,func_001AF150,100,readable,3,entity_sys
0x001AF1C0,func_001AF1C0,92,readable,2,entity_sys
0x001AF220,func_001AF220,156,undecompiled,2,entity_sys
0x001AF2C0,func_001AF2C0,420,undecompiled,5,entity_sys
0x001AF470,func_001AF470,328,word,5,entity_sys
0x001AF5C0,func_001AF5C0,204,undecompiled,1,entity_sys
0x001AF690,func_001AF690,92,readable,1,entity_sys
0x001AF6F0,func_001AF6F0,20,readable,1,entity_sys
0x001AF710,func_001AF710,108,undecompiled,1,entity_sys
0x001AF780,func_001AF780,56,word,20,entity_sys
0x001AF7C0,func_001AF7C0,52,word,3,entity_sys
0x001AF800,func_001AF800,132,undecompiled,3,entity_sys
0x001AF890,func_001AF890,68,readable,5,entity_sys
0x001AF8E0,func_001AF8E0,368,undecompiled,1,entity_sys
0x001AFA50,func_001AFA50,52,readable,1,entity_sys
0x001AFA90,func_001AFA90,304,undecompiled,26,entity_sys
0x001AFBC0,func_001AFBC0,76,readable,1,entity_sys
0x001AFC10,func_001AFC10,140,undecompiled,107,entity_sys
0x001AFCA0,func_001AFCA0,68,readable,4,entity_sys
0x001AFCF0,func_001AFCF0,120,word,4,entity_sys
0x001AFD70,func_001AFD70,236,undecompiled,2,entity_sys
0x001AFE60,func_001AFE60,80,readable,2,entity_sys
0x001AFEB0,func_001AFEB0,84,readable,2,entity_sys
0x001AFF10,func_001AFF10,120,readable,4,entity_sys
0x001AFF90,func_001AFF90,108,word,4,entity_sys
0x001B0000,func_001B0000,108,readable,3,entity_sys
0x001B0070,func_001B0070,12,readable,16,entity_sys
0x001B0080,func_001B0080,452,undecompiled,1,entity_sys
0x001B0250,func_001B0250,164,undecompiled,5,entity_sys
0x001B0300,func_001B0300,344,undecompiled,2,entity_sys
0x001B0460,func_001B0460,856,undecompiled,5,entity_sys
0x001B07C0,func_001B07C0,912,undecompiled,4,entity_sys
0x001B0B50,func_001B0B50,80,word,2,entity_sys
0x001B0BA0,func_001B0BA0,92,readable,1,entity_sys
0x001B0C00,func_001B0C00,88,word,4,entity_sys
0x001B0C60,func_001B0C60,112,readable,3,entity_sys
0x001B0CD0,func_001B0CD0,164,undecompiled,0,entity_sys
0x001B0D80,func_001B0D80,60,word,9,entity_sys
0x001B0DC0,func_001B0DC0,224,undecompiled,1,entity_sys
0x001B0EA0,func_001B0EA0,192,undecompiled,2,entity_sys
0x001B0F60,func_001B0F60,108,undecompiled,1,entity_sys
0x001B0FD0,func_001B0FD0,80,word,30,entity_sys
0x001B1020,func_001B1020,132,word,8,math_vector
0x001B10B0,func_001B10B0,224,undecompiled,16,math_vector
0x001B1190,func_001B1190,80,readable,29,math_vector
0x001B11E0,func_001B11E0,88,undecompiled,3,math_vector
0x001B1240,func_001B1240,48,readable,80,math_vector
0x001B1270,func_001B1270,60,readable,3,math_vector
0x001B12B0,func_001B12B0,204,word,89,math_vector
0x001B1380,func_001B1380,104,word,8,math_vector
0x001B13F0,func_001B13F0,124,undecompiled,16,math_vector
0x001B1470,func_001B1470,156,word,159,math_vector
0x001B1510,func_001B1510,76,word,2,math_vector
0x001B1560,func_001B1560,108,word,23,math_vector
0x001B15D0,func_001B15D0,84,undecompiled,27,math_vector
0x001B1630,func_001B1630,364,undecompiled,6,math_vector
0x001B17A0,func_001B17A0,328,undecompiled,68,math_vector
0x001B18F0,func_001B18F0,568,undecompiled,0,math_vector
0x001B1B30,func_001B1B30,64,word,1,math_vector
0x001B1B70,func_001B1B70,236,word,9,math_vector
0x001B1C60,func_001B1C60,56,readable,1,math_vector
0x001B1CA0,func_001B1CA0,56,readable,1,math_vector
0x001B1CE0,func_001B1CE0,56,readable,1,math_vector
0x001B1D20,func_001B1D20,56,readable,4,math_vector
0x001B1D60,func_001B1D60,56,readable,1,math_vector
0x001B1DA0,func_001B1DA0,56,readable,1,math_vector
0x001B1DE0,func_001B1DE0,56,readable,2,math_vector
0x001B1E20,func_001B1E20,120,undecompiled,2,math_vector
0x001B1EA0,func_001B1EA0,660,word,8,math_vector
0x001B2140,func_001B2140,2500,undecompiled,15,math_vector
0x001B2B10,func_001B2B10,112,undecompiled,36,math_vector
0x001B2B80,func_001B2B80,100,word,1,math_vector
0x001B2BF0,func_001B2BF0,260,word,5,math_vector
0x001B2D00,func_001B2D00,324,undecompiled,1,math_vector
0x001B2E50,func_001B2E50,288,undecompiled,1,math_vector
0x001B2F70,func_001B2F70,368,undecompiled,7,math_vector
0x001B30E0,func_001B30E0,360,undecompiled,1,math_vector
0x001B3250,func_001B3250,156,word,9,math_vector
0x001B32F0,func_001B32F0,160,undecompiled,4,math_vector
0x001B3390,func_001B3390,172,undecompiled,7,math_vector
0x001B3440,func_001B3440,164,undecompiled,5,math_vector
0x001B34F0,func_001B34F0,140,word,1,math_vector
0x001B3580,func_001B3580,228,undecompiled,3,math_vector
0x001B3670,func_001B3670,348,word,1,math_vector
0x001B37D0,func_001B37D0,536,undecompiled,4,math_vector
0x001B39F0,func_001B39F0,564,undecompiled,5,math_vector
0x001B3C30,func_001B3C30,736,undecompiled,5,math_vector
0x001B3F10,func_001B3F10,732,undecompiled,4,math_vector
0x001B41F0,func_001B41F0,1564,undecompiled,5,math_vector
0x001B4810,func_001B4810,1240,undecompiled,9,math_vector
0x001B4CF0,func_001B4CF0,1640,undecompiled,9,math_vector
0x001B5360,func_001B5360,640,undecompiled,17,input_io
0x001B55E0,func_001B55E0,424,undecompiled,12,input_io
0x001B5790,func_001B5790,76,readable,2,input_io
0x001B57E0,func_001B57E0,116,undecompiled,3,input_io
0x001B5860,func_001B5860,216,word,1,input_io
0x001B5940,func_001B5940,552,word,1,input_io
0x001B5B70,func_001B5B70,80,undecompiled,2,input_io
0x001B5BC0,func_001B5BC0,200,readable,2,input_io
0x001B5C90,func_001B5C90,44,word,1,input_io
0x001B5CC0,func_001B5CC0,172,word,1,input_io
0x001B5D70,func_001B5D70,80,word,1,input_io
0x001B5DC0,func_001B5DC0,96,word,1,input_io
0x001B5E20,func_001B5E20,276,word,1,input_io
0x001B5F40,func_001B5F40,640,word,1,input_io
0x001B61C0,func_001B61C0,132,undecompiled,42,input_io
0x001B6250,func_001B6250,76,readable,3,input_io
0x001B62A0,func_001B62A0,20,readable,1,input_io
0x001B62C0,func_001B62C0,552,undecompiled,2,input_io
0x001B64F0,func_001B64F0,204,undecompiled,1,input_io
0x001B65C0,func_001B65C0,160,undecompiled,1,input_io
0x001B6660,func_001B6660,688,undecompiled,2,input_io
0x001B6910,func_001B6910,120,undecompiled,1,input_io
0x001B6990,func_001B6990,324,undecompiled,4,input_io
0x001B6AE0,func_001B6AE0,260,undecompiled,0,input_io
0x001B6BF0,func_001B6BF0,384,undecompiled,0,input_io
0x001B6D70,func_001B6D70,208,undecompiled,0,input_io
0x001B6E40,func_001B6E40,88,readable,0,input_io
0x001B6EA0,func_001B6EA0,92,word,0,input_io
0x001B6F00,func_001B6F00,120,undecompiled,5,input_io
0x001B6F80,func_001B6F80,24,readable,1,input_io
0x001B6FA0,func_001B6FA0,1020,undecompiled,0,input_io
0x001B73A0,func_001B73A0,708,undecompiled,0,unknown_02
0x001B7670,func_001B7670,96,word,0,unknown_02
0x001B76D0,func_001B76D0,36,readable,0,unknown_02
0x001B7700,func_001B7700,312,undecompiled,0,unknown_02
0x001B7840,func_001B7840,488,undecompiled,0,unknown_02
0x001B7A30,func_001B7A30,256,undecompiled,0,unknown_02
0x001B7B30,func_001B7B30,552,undecompiled,0,unknown_02
0x001B7D60,func_001B7D60,552,undecompiled,0,unknown_02
0x001B7F90,func_001B7F90,144,undecompiled,0,unknown_02
0x001B8020,func_001B8020,424,undecompiled,0,unknown_02
0x001B81D0,func_001B81D0,248,undecompiled,1,unknown_02
0x001B82D0,func_001B82D0,2012,undecompiled,0,unknown_02
0x001B8AB0,func_001B8AB0,1284,undecompiled,0,unknown_02
0x001B8FC0,func_001B8FC0,1320,undecompiled,0,unknown_02
0x001B94F0,func_001B94F0,1268,undecompiled,0,math_vector
0x001B99F0,func_001B99F0,428,undecompiled,0,math_vector
0x001B9BA0,func_001B9BA0,104,word,0,math_vector
0x001B9C10,func_001B9C10,216,undecompiled,0,math_vector
0x001B9CF0,func_001B9CF0,764,undecompiled,0,math_vector
0x001B9FF0,func_001B9FF0,144,undecompiled,0,math_vector
0x001BA080,func_001BA080,276,undecompiled,0,math_vector
0x001BA1A0,func_001BA1A0,24,readable,20,math_vector
0x001BA1C0,func_001BA1C0,48,readable,1,math_vector
0x001BA1F0,func_001BA1F0,796,undecompiled,24,math_vector
0x001BA510,func_001BA510,48,readable,1,math_vector
0x001BA540,func_001BA540,60,readable,1,math_vector
0x001BA580,func_001BA580,616,undecompiled,1,math_vector
0x001BA7F0,func_001BA7F0,236,undecompiled,1,math_vector
0x001BA8E0,func_001BA8E0,800,undecompiled,1,math_vector
0x001BAC00,func_001BAC00,316,undecompiled,0,math_vector
0x001BAD40,func_001BAD40,928,undecompiled,1,math_vector
0x001BB0E0,func_001BB0E0,552,word,0,math_vector
0x001BB310,func_001BB310,232,undecompiled,0,math_vector
0x001BB400,func_001BB400,284,undecompiled,0,math_vector
0x001BB520,func_001BB520,56,readable,1,math_vector
0x001BB560,func_001BB560,608,undecompiled,1,math_vector
0x001BB7C0,func_001BB7C0,40,readable,1,math_vector
0x001BB7F0,func_001BB7F0,108,undecompiled,1,math_vector
0x001BB860,func_001BB860,628,undecompiled,0,math_vector
0x001BBAE0,func_001BBAE0,272,undecompiled,0,math_vector
0x001BBBF0,func_001BBBF0,300,undecompiled,0,math_vector
0x001BBD20,func_001BBD20,56,readable,2,math_vector
0x001BBD60,func_001BBD60,52,readable,2,math_vector
0x001BBDA0,func_001BBDA0,152,undecompiled,1,math_vector
0x001BBE40,func_001BBE40,660,undecompiled,1,math_vector
0x001BC0E0,func_001BC0E0,100,word,1,math_vector
0x001BC150,func_001BC150,228,undecompiled,4,math_vector
0x001BC240,func_001BC240,68,readable,1,math_vector
0x001BC290,func_001BC290,112,undecompiled,1,math_vector
0x001BC300,func_001BC300,80,readable,1,math_vector
0x001BC350,func_001BC350,516,undecompiled,0,math_vector
0x001BC560,func_001BC560,364,undecompiled,0,math_vector
0x001BC6D0,func_001BC6D0,112,word,0,math_vector
0x001BC740,func_001BC740,284,undecompiled,2,math_vector
0x001BC860,func_001BC860,244,undecompiled,1,math_vector
0x001BC960,func_001BC960,2076,undecompiled,0,math_vector
0x001BD180,func_001BD180,232,readable,1,math_vector
0x001BD270,func_001BD270,248,undecompiled,1,math_vector
0x001BD370,func_001BD370,240,readable,1,math_vector
0x001BD460,func_001BD460,256,undecompiled,1,math_vector
0x001BD560,func_001BD560,1168,undecompiled,0,math_vector
0x001BD9F0,func_001BD9F0,684,undecompiled,0,math_vector
0x001BDCA0,bone_wobble_decay_1,208,undecompiled,1,anim_runtime
0x001BDD70,bone_wobble_decay_0,228,undecompiled,1,anim_runtime
0x001BDE60,func_001BDE60,344,word,0,math_vector
0x001BDFC0,func_001BDFC0,1584,undecompiled,0,math_vector
0x001BE5F0,func_001BE5F0,196,word,4,math_vector
0x001BE6C0,func_001BE6C0,1012,undecompiled,0,math_vector
0x001BEAC0,func_001BEAC0,168,readable,2,math_vector
0x001BEB70,func_001BEB70,208,undecompiled,1,math_vector
0x001BEC40,func_001BEC40,128,undecompiled,1,math_vector
0x001BECC0,func_001BECC0,1788,undecompiled,0,math_vector
0x001BF3C0,func_001BF3C0,496,undecompiled,0,math_vector
0x001BF5B0,func_001BF5B0,128,undecompiled,1,math_vector
0x001BF630,func_001BF630,124,word,2,math_vector
0x001BF6B0,func_001BF6B0,2268,undecompiled,0,math_vector
0x001BFF90,func_001BFF90,64,readable,1,math_vector
0x001BFFD0,func_001BFFD0,52,undecompiled,0,math_vector
0x001C0004,func_001C0004,724,undecompiled,0,math_vector
0x001C02E0,func_001C02E0,1016,undecompiled,0,math_vector
0x001C06E0,bone_root_pulse,2380,undecompiled,0,anim_runtime
0x001C1030,func_001C1030,1232,undecompiled,0,math_vector
0x001C1500,func_001C1500,108,word,2,math_vector
0x001C1570,func_001C1570,1284,undecompiled,2,math_vector
0x001C1A80,func_001C1A80,636,undecompiled,0,math_vector
0x001C1D00,func_001C1D00,188,undecompiled,2,math_vector
0x001C1DC0,func_001C1DC0,176,undecompiled,5,math_vector
0x001C1E70,func_001C1E70,8,readable,1,math_vector
0x001C1E80,func_001C1E80,8,readable,1,math_vector
0x001C1E90,func_001C1E90,8,readable,1,math_vector
0x001C1EA0,func_001C1EA0,164,undecompiled,1,math_vector
0x001C1F50,func_001C1F50,836,undecompiled,1,math_vector
0x001C22A0,func_001C22A0,192,undecompiled,2,math_vector
0x001C2360,func_001C2360,192,undecompiled,1,math_vector
0x001C2420,func_001C2420,8,readable,0,math_vector
0x001C2430,func_001C2430,148,word,1,math_vector
0x001C24D0,func_001C24D0,104,readable,3,math_vector
0x001C2540,func_001C2540,152,word,6,math_vector
0x001C25E0,func_001C25E0,168,word,7,math_vector
0x001C2690,func_001C2690,216,undecompiled,1,math_vector
0x001C2770,func_001C2770,2176,undecompiled,11,math_vector
0x001C2FF0,func_001C2FF0,2552,undecompiled,0,math_vector
0x001C39F0,func_001C39F0,488,undecompiled,1,math_vector
0x001C3BE0,func_001C3BE0,384,undecompiled,3,math_vector
0x001C3D60,func_001C3D60,68,readable,11,math_vector
0x001C3DB0,func_001C3DB0,764,undecompiled,3,math_vector
0x001C40B0,func_001C40B0,1648,undecompiled,3,math_vector
0x001C4720,func_001C4720,52,readable,1,math_vector
0x001C4760,func_001C4760,60,word,1,math_vector
0x001C47A0,func_001C47A0,60,readable,1,math_vector
0x001C47E0,func_001C47E0,60,readable,1,math_vector
0x001C4820,func_001C4820,156,word,0,math_vector
0x001C48C0,func_001C48C0,156,word,0,math_vector
0x001C4960,func_001C4960,152,word,0,math_vector
0x001C4A00,func_001C4A00,232,undecompiled,0,math_vector
0x001C4AF0,func_001C4AF0,172,word,0,math_vector
0x001C4BA0,func_001C4BA0,264,word,0,math_vector
0x001C4CB0,func_001C4CB0,752,undecompiled,0,math_vector
0x001C4FA0,func_001C4FA0,172,undecompiled,1,math_vector
0x001C5050,func_001C5050,88,word,1,math_vector
0x001C50B0,func_001C50B0,1212,undecompiled,0,math_vector
0x001C5570,func_001C5570,264,undecompiled,8,math_vector
0x001C5680,func_001C5680,224,word,0,math_vector
0x001C5760,func_001C5760,244,word,0,math_vector
0x001C5860,func_001C5860,208,undecompiled,1,math_vector
0x001C5930,func_001C5930,792,undecompiled,0,math_vector
0x001C5C50,func_001C5C50,60,readable,4,math_vector
